OBJECTID,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,LATITUDE,LONGITUDE
1,107A,SUNSET WAY RESIDENCE,121107,CLEMENTI STREET 12,1.322125257372498,103.77006908672017
2,108,SUNSET WAY RESIDENCE,120108,CLEMENTI STREET 11,1.3221232709932167,103.7702655750101
3,354A,,561354,ANG MO KIO STREET 32,1.3644037299839045,103.85181057955025
4,106A,TOA PAYOH BLOOM,311106,LORONG 1 TOA PAYOH,1.340578277898505,103.847934444791
5,106,,820106,PUNGGOL FIELD,1.3963911825812656,103.90829148218673
6,108A,SUNSET WAY RESIDENCE,121108,CLEMENTI STREET 11,1.322257722461529,103.77014621869895
7,43A,PINE GREEN,391043,JALAN TIGA,1.3084375632193392,103.88489622961671
8,164,,820164,PUNGGOL CENTRAL,1.3957259098595338,103.91445365080621
9,826A,,521826,TAMPINES STREET 81,1.349192413626719,103.93409204329484
10,828A,,521828,TAMPINES STREET 81,1.3491109079933192,103.93428513088101
11,177B,,672177,LOMPANG ROAD,1.380035328839428,103.7650614474808
12,99C,TOA PAYOH PALM SPRING,312099,LORONG 2 TOA PAYOH,1.3390154602537108,103.8474490276851
13,486B,,682486,CHOA CHU KANG AVENUE 5,1.375251757631041,103.73802818540351
14,11,,162011,YORK HILL,1.2872632761676364,103.83802994811185
15,109A,SUNSET WAY RESIDENCE,121109,CLEMENTI STREET 11,1.3216692046305607,103.77035123376533
16,647A,EASTDALE,821647,PUNGGOL CENTRAL,1.398466606109349,103.91553412488383
17,197,,820197,PUNGGOL FIELD,1.3996418082831479,103.90660195318979
18,256A,,551256,SERANGOON CENTRAL DRIVE,1.3552156233020785,103.8716273174123
19,102,,820102,PUNGGOL FIELD,1.3982799028718267,103.90565412074886
20,117,HDB-QUEENSTOWN,140117,COMMONWEALTH DRIVE,1.3065917869070955,103.80026969594637
21,137,HDB-BUKIT MERAH,160137,JALAN BUKIT MERAH,1.2781465958293838,103.82695864124872
22,690,,680690,CHOA CHU KANG CRESCENT,1.4029549600529385,103.7520524461971
23,688,,680688,CHOA CHU KANG DRIVE,1.403724825928461,103.75053091325356
24,631A,,641631,JURONG WEST STREET 65,1.3433841384640484,103.69982554392574
25,667E,,645667,JURONG WEST STREET 65,1.3420371295503584,103.70250946420279
26,46,,330046,BENDEMEER ROAD,1.3229055704731643,103.86602861870907
27,691,,680691,CHOA CHU KANG CRESCENT,1.400895783144933,103.75148588361785
28,28B,,154028,HOY FATT ROAD,1.286634096310803,103.8095444361316
29,740A,RESERVOIR VILLAGE,471740,BEDOK RESERVOIR ROAD,1.3383884385531473,103.92309549739541
30,482A,SEGAR GARDENS,671482,SEGAR ROAD,1.3889278358049049,103.77238741408529
31,685,HDB-KALLANG/WHAMPOA,210685,RACE COURSE ROAD,1.3140051730832125,103.85683094870636
32,684,HDB-KALLANG/WHAMPOA,210684,RACE COURSE ROAD,1.314306416750745,103.85665921075707
33,124E,RIVERVALE GROVE,545124,RIVERVALE DRIVE,1.3869981933462086,103.90251534166707
34,214A,,461214,NEW UPPER CHANGI ROAD,1.3257196897811339,103.9325062841417
35,125A,BISHAN-TOA PAYOH TOWN COUNCIL (MAIN OFFICE),311125,LORONG 2 TOA PAYOH,1.3375505699250994,103.84575245198884
36,85A,COMMONWEALTH HEIGHTS,142085,COMMONWEALTH CLOSE,1.303784688799119,103.79925231144182
37,412,CORAL VALE,790412,FERNVALE LINK,1.3894375120484492,103.87792348422819
38,121F,RIVERVALE BANK,546121,SENGKANG EAST WAY,1.386760152106994,103.90564612366401
39,99A,TOA PAYOH PALM SPRING,310099,LORONG 2 TOA PAYOH,1.3387846715148866,103.84687272213453
40,613B,,672613,BUKIT PANJANG RING ROAD,1.384147216092338,103.76166082105448
41,407,,790407,FERNVALE ROAD,1.3885400731804247,103.87505255483299
42,312,HDB-HOUGANG,530312,HOUGANG AVENUE 5,1.3654581068249727,103.89424863083124
43,76,,150076,REDHILL ROAD,1.2886372512636317,103.81633680493908
44,108,DEPOT HEIGHTS SHOPPING CENTRE,100108,DEPOT ROAD,1.2811216010010391,103.81003097728949
45,303,HDB-HOUGANG,530303,HOUGANG AVENUE 5,1.3680039628730853,103.89472222475374
46,897E,,734897,WOODLANDS DRIVE 50,1.435658526781212,103.79470751718569
47,52,HDB-CENTRAL AREA,160052,CHIN SWEE ROAD,1.287082121006133,103.84157978283748
48,156B,RIVERVALE GREEN,542156,RIVERVALE CRESCENT,1.3920077508493915,103.90651399053964
49,110,,820110,PUNGGOL FIELD,1.3959078546333354,103.90888192339494
50,973A,,531973,HOUGANG STREET 91,1.3780289937016659,103.87995396022674
51,46,HDB-QUEENSTOWN,140046,STIRLING ROAD,1.298444361095237,103.80157763698219
52,211A,,461211,NEW UPPER CHANGI ROAD,1.3255446065338468,103.93149952694822
53,681,,640681,JURONG WEST CENTRAL 1,1.3441376342322537,103.7051660280802
54,34,ANSAR GARDEN,461034,CHAI CHEE AVENUE,1.3241693084221804,103.92640484887268
55,152B,,552152,SERANGOON NORTH AVENUE 1,1.369798735159919,103.87303545523953
56,405,,790405,FERNVALE LANE,1.3892712159817362,103.87403002788294
57,493,,640493,JURONG WEST STREET 41,1.3489873341520873,103.72482496519937
58,147A,TOA PAYOH TOWERS,311147,LORONG 2 TOA PAYOH,1.3346604381135192,103.84536261002442
59,32A,,462032,CHAI CHEE AVENUE,1.3233875259513006,103.9246661949288
60,403,,790403,FERNVALE LANE,1.3886201662458684,103.87302366690597
61,147B,TOA PAYOH TOWERS,312147,LORONG 2 TOA PAYOH,1.3339841742218863,103.84517530429548
62,10C,HDB-BEDOK,462010,BEDOK SOUTH AVENUE 2,1.322093231758192,103.93622180318157
63,86,MARINE PARADE PROMENADE,440086,MARINE PARADE CENTRAL,1.3017294798195256,103.90674042570292
64,683,,640683,JURONG WEST CENTRAL 1,1.3423236027529593,103.70500688823942
65,670,,640670,JURONG WEST STREET 65,1.3444022771436797,103.70249453287327
66,685,,640685,JURONG WEST STREET 64,1.3431956436848849,103.70440405124846
67,662,,640662,JURONG WEST STREET 64,1.336746266034575,103.70317832512656
68,680,,640680,JURONG WEST CENTRAL 1,1.3445392196921708,103.70581452576207
69,15,GOLDEN BEACH VISTA,190015,BEACH ROAD,1.3033475753714499,103.86313394734476
70,672,,640672,JURONG WEST STREET 65,1.3439839428514613,103.70064734274388
71,383A,,651383,BUKIT BATOK WEST AVENUE 5,1.3625853358226565,103.7521095888703
72,183,,540183,RIVERVALE CRESCENT,1.3917647489382063,103.90815858537877
73,964,,640964,JURONG WEST STREET 91,1.3419966112901462,103.69264583650518
74,962,,640962,JURONG WEST STREET 91,1.342017167664947,103.6914827867184
75,742A,RESERVOIR VILLAGE,471742,BEDOK RESERVOIR ROAD,1.3385223802532165,103.9223543880223
76,159,RIVERVALE VIEW,540159,RIVERVALE CRESCENT,1.388324821066748,103.90756184833873
77,622B,,652622,BUKIT BATOK CENTRAL,1.3505685736354314,103.74830010436304
78,388A,,651388,BUKIT BATOK WEST AVENUE 5,1.3644275667769892,103.75232755642895
79,517F,,646517,JURONG WEST STREET 52,1.344676318996326,103.71977016541257
80,4A,,191004,BEACH ROAD,1.3046070419396723,103.86472521615242
81,649,,640649,JURONG WEST STREET 61,1.3389582620792753,103.6970320746067
82,623,ELIAS MALL,510623,ELIAS ROAD,1.3778280933464209,103.94236401254975
83,290,,760290,YISHUN STREET 22,1.436061987026552,103.836162782779
84,454,HDB-TAMPINES,520454,TAMPINES STREET 42,1.3572975553075302,103.95500606229997
85,161,RIVERVALE VIEW,540161,RIVERVALE CRESCENT,1.3875760708822502,103.90863310220128
86,627A,,641627,JURONG WEST STREET 65,1.3416427902019334,103.69895383543336
87,107A,,141107,COMMONWEALTH CRESCENT,1.3079462517210623,103.79964378765598
88,462A,,191462,CRAWFORD LANE,1.3048758285444526,103.86077223524757
89,195A,KIM KEAT VIEW,311195,KIM KEAT AVENUE,1.3304018613231239,103.85858212306645
90,101A,TOA PAYOH PALM SPRING,310101,LORONG 2 TOA PAYOH,1.3397405925232269,103.84726385854107
91,101B,TOA PAYOH PALM SPRING,311101,LORONG 2 TOA PAYOH,1.3395981694191619,103.84760508469344
92,184A,CORPORATION SPRING,611184,CORPORATION DRIVE,1.3328647590159393,103.7218889535208
93,116D,RIVERVALE EDGE,544116,RIVERVALE DRIVE,1.3828892588096835,103.90244097959255
94,895E,,734895,WOODLANDS DRIVE 50,1.4358091177127252,103.79212945189316
95,325A,,561325,ANG MO KIO AVENUE 3,1.3675212242420758,103.84688743829605
96,336,NEW BRIDGE CENTRE,50336,SMITH STREET,1.2828131005504133,103.84271200911466
97,318B,,602318,JURONG EAST AVENUE 1,1.3477493682005859,103.7308425631013
98,20,,80020,CANTONMENT CLOSE,1.274168304461207,103.83963723529747
99,4A,GHIM MOH GREEN,272004,GHIM MOH ROAD,1.3130755088749244,103.78758091393476
100,77,,150077,REDHILL ROAD,1.2884103863002467,103.81694372139845
101,509C,,463509,BEDOK NORTH STREET 3,1.333542615590661,103.93042414407927
102,304,HDB-HOUGANG,530304,HOUGANG AVENUE 5,1.3677577085633157,103.89554709321546
103,86A,HDB-BUKIT MERAH,101086,TELOK BLANGAH HEIGHTS,1.2769959415147325,103.8083743551127
104,373B,,532373,HOUGANG STREET 31,1.3621964385876195,103.8907945173126
105,128A,BUKIT MERAH VIEW,151128,BUKIT MERAH VIEW,1.2832894155930128,103.8236092897719
106,700D,AMK CENTRAL HEIGHTS,564700,ANG MO KIO AVENUE 6,1.3697304795208043,103.84687339076977
107,60B,,143060,STRATHMORE AVENUE,1.292937983297948,103.8116996287132
108,184A,VISTA 8,461184,BEDOK NORTH ROAD,1.3261308534948788,103.94210374172572
109,530,,640530,JURONG WEST STREET 52,1.3485321980682152,103.7154678187719
110,182A,STIRLING RISE,141182,STIRLING ROAD,1.2954701449523884,103.80463731818266
111,356,,750356,ADMIRALTY DRIVE,1.4495263821852264,103.81722670655869
112,102,,760102,YISHUN AVENUE 5,1.4306176173964813,103.82876265187417
113,49,,142049,TANGLIN HALT ROAD,1.3004262681509742,103.79735943583209
114,524A,FRAGRANT WOODS,731524,WOODLANDS DRIVE 14,1.4332302279466542,103.79332734399578
115,2D,BOON TIONG ARCADIA,167002,BOON TIONG ROAD,1.2866118628161058,103.83281771139558
116,41,HDB-QUEENSTOWN,140041,STIRLING ROAD,1.298639823266241,103.80193937773409
117,678,EDELWEISS@JURONG,640678,JURONG WEST STREET 64,1.3453778292205154,103.7041548292666
118,9A,,181009,SELEGIE ROAD,1.303333143531406,103.85064046045517
119,46-3,,140463,COMMONWEALTH DRIVE,1.2999657102334077,103.79771980195615
120,105A,TIONG BAHRU ORCHID,161105,JALAN BUKIT MERAH,1.2806605268408044,103.82425805416486
121,701A,FAMILYLAND,761701,YISHUN AVENUE 5,1.4299543497038925,103.8279200782413
122,496,,640496,JURONG WEST STREET 41,1.3499889328541088,103.7238361474576
123,497A,,641497,JURONG WEST STREET 41,1.3494095341424965,103.72466436102971
124,988,,640988,JURONG WEST STREET 93,1.336152839898318,103.69550084391713
125,409A,,561409,ANG MO KIO AVENUE 10,1.362464325051878,103.85546436064854
126,498A,,641498,JURONG WEST STREET 41,1.349204636729376,103.7246140291344
127,987,,640987,JURONG WEST STREET 93,1.3368980766598653,103.69487870446501
128,495A,,641495,JURONG WEST STREET 41,1.3495033767638003,103.72461537809015
129,366A,,121366,CLEMENTI AVENUE 2,1.3127982545942773,103.77183977715185
130,47,,141047,TANGLIN HALT ROAD,1.3007920974440532,103.79807672304672
131,66,,610066,YUNG KUANG ROAD,1.3320586900442395,103.72291785564643
132,624B,,642624,JURONG WEST STREET 61,1.3407272001765314,103.69844051002704
133,70A,,331070,GEYLANG BAHRU,1.3219165153207975,103.87017499318951
134,64,,610064,YUNG KUANG ROAD,1.3323727993874592,103.72245091928443
135,809,KITCHENER COMPLEX,200809,FRENCH ROAD,1.3083263429295635,103.86200554130171
136,811,HDB-KALLANG/WHAMPOA,200811,FRENCH ROAD,1.307753467705844,103.86129047866487
137,981,,530981,BUANGKOK CRESCENT,1.3803184131037611,103.878911116208
138,22A,BENDEMEER VILLE,331022,BOON KENG ROAD,1.3189167345507686,103.8619182850594
139,24,,390024,DAKOTA CRESCENT,1.3064533043117774,103.8854746035602
140,125,,820125,EDGEDALE PLAINS,1.3939262117052948,103.9113698320538
141,16,,390016,DAKOTA CRESCENT,1.306170157278031,103.88488856727862
142,663E,,645663,JURONG WEST STREET 64,1.3381193173639299,103.70275232450703
143,6,BEACH ROAD GARDENS,190006,BEACH ROAD,1.3039916527612616,103.86441892464656
144,32A,EUNOS COURT,401032,EUNOS CRESCENT,1.3203133330270187,103.90110356407244
145,206A,BOON LAY GARDENS,641206,BOON LAY DRIVE,1.345318665723683,103.71551630487852
146,70,,330070,GEYLANG BAHRU,1.3218849110664896,103.87031823728789
147,210A,BOON LAY PLACE,641210,BOON LAY PLACE,1.3482350001830965,103.7132437037099
148,304B,,732304,WOODLANDS STREET 31,1.4298501613800556,103.77434157569984
149,12,,390012,DAKOTA CRESCENT,1.3057746820119296,103.88472927744203
150,531A,HONG LIM COMPLEX,51531,UPPER CROSS STREET,1.285323135888995,103.84577640391765
151,302,,680302,CHOA CHU KANG AVENUE 4,1.3850158677851205,103.74333908496062
152,34B,,732034,MARSILING DRIVE,1.4444711872228784,103.77167299135277
153,466A,SEGAR GARDENS,671466,SEGAR ROAD,1.3872067251036384,103.77347925809646
154,209A,BOON LAY PLACE,641209,BOON LAY PLACE,1.3460557963972717,103.71538897056219
155,26,,390026,DAKOTA CRESCENT,1.3062900954842875,103.8856905452685
156,656,,640656,JURONG WEST STREET 61,1.335939067096994,103.70031588606169
157,135,JURONG GATEWAY,600135,JURONG GATEWAY ROAD,1.33375276622907,103.73937105492817
158,304A,,731304,WOODLANDS STREET 31,1.430587621416529,103.77366829414208
159,13,,390013,OLD AIRPORT ROAD,1.307027778620183,103.8835164170067
160,35,HDB-BUKIT MERAH,90035,TELOK BLANGAH RISE,1.273021360263823,103.82212291965156
161,664E,,645664,JURONG WEST STREET 64,1.3389860926770982,103.70253789382373
162,207A,BOON LAY PLACE,641207,BOON LAY PLACE,1.347048087336795,103.71365522592843
163,45A,SIMS VISTA,381045,SIMS DRIVE,1.3171297357982663,103.87818478949718
164,985,,530985,BUANGKOK CRESCENT,1.3814977503362575,103.88003922878465
165,129,,820129,EDGEDALE PLAINS,1.3931621280055262,103.91038189914184
321,151A,,141151,MEI LING STREET,1.2948587763200528,103.80301653844317
322,14A,MARINE TERRACE BREEZE,441014,MARINE TERRACE,1.303287947500793,103.91506509268793
323,35A,,462035,CHAI CHEE AVENUE,1.3245391570411886,103.92671140567607
324,93A,,321093,WHAMPOA DRIVE,1.3215268481270348,103.85425993757012
325,163,,150163,BUKIT MERAH CENTRAL,1.2838805474665316,103.81693921716405
326,201E,HDB-TAMPINES,527201,TAMPINES STREET 23,1.3529209441534662,103.9538580027404
327,23A,,571023,SIN MING ROAD,1.3547796193791353,103.83606857625902
328,1A,BALESTIER HILL SHOPPING CENTRE,301001,THOMSON ROAD,1.32574107240471,103.84303402565543
329,120A,,151120,BUKIT MERAH LANE 1,1.2867106385030394,103.80452396131453
330,353A,,121353,CLEMENTI AVENUE 2,1.3146685973671812,103.77057883886818
601,213B,PUNGGOL WAVES,822213,PUNGGOL WALK,1.4007189454553073,103.89848438254371
602,213A,PUNGGOL WAVES,821213,PUNGGOL WALK,1.4003083297385381,103.89807480775045
603,22C,,164022,HAVELOCK ROAD,1.2887841576427082,103.82826813427722
604,428,FLORAL SPRING @ YISHUN,760428,YISHUN AVENUE 11,1.4223798108529409,103.84709862619336
605,428B,FLORAL SPRING @ YISHUN,762428,YISHUN AVENUE 11,1.4220774784920145,103.84723305618729
876,490D,SUNSHINE GARDENS,684490,CHOA CHU KANG AVENUE 5,1.3760280228973525,103.74136786888751
877,490,SUNSHINE GARDENS,680490,CHOA CHU KANG AVENUE 5,1.3752145053502423,103.74119291317642
878,488C,SUNSHINE GARDENS,683488,CHOA CHU KANG AVENUE 5,1.376596106384192,103.73994927736729
879,488D,SUNSHINE GARDENS,684488,CHOA CHU KANG AVENUE 5,1.3764215454308155,103.74050437857886
880,376B,HOUGANG DEWCOURT,532376,HOUGANG STREET 32,1.3641227010199228,103.89409040438306
881,504C,ACACIA BREEZE @ YISHUN,763504,YISHUN STREET 51,1.4179637666755762,103.84346451641491
882,504B,ACACIA BREEZE @ YISHUN,762504,YISHUN STREET 51,1.4177344048004519,103.84382684337625
883,504A,ACACIA BREEZE @ YISHUN,761504,YISHUN STREET 51,1.4180682178875423,103.84408548474708
884,477C,HOUGANG CAPEVIEW,533477,UPPER SERANGOON VIEW,1.379321841048382,103.90419070684625
885,476C,HOUGANG CAPEVIEW,533476,UPPER SERANGOON VIEW,1.3779489031452135,103.9043457077883
886,477A,HOUGANG CAPEVIEW,531477,UPPER SERANGOON VIEW,1.3783080898078064,103.90384162894746
887,477B,HOUGANG CAPEVIEW,532477,UPPER SERANGOON VIEW,1.3788113818507501,103.90422928995483
888,476B,HOUGANG CAPEVIEW,532476,UPPER SERANGOON VIEW,1.377327780334419,103.90421186589946
889,476A,HOUGANG CAPEVIEW,531476,UPPER SERANGOON VIEW,1.3767597055968994,103.90405003782124
890,477,HOUGANG CAPEVIEW,530477,UPPER SERANGOON VIEW,1.3794386229708002,103.90386957369421
891,258A,PUNGGOL TOPAZ,821258,PUNGGOL FIELD,1.4037986384469034,103.89598779544902
892,258B,PUNGGOL TOPAZ,822258,PUNGGOL FIELD,1.4036816335612459,103.89646108207134
893,261B,PUNGGOL TOPAZ,822261,PUNGGOL WAY,1.4060146711734824,103.89650794651091
894,261A,PUNGGOL TOPAZ,821261,PUNGGOL WAY,1.4059692396585843,103.89680296551212
895,520B,CENTRALE 8 AT TAMPINES,522520,TAMPINES CENTRAL 8,1.3572656789262387,103.93966488267918
166,52A,,311052,LORONG 5 TOA PAYOH,1.3384420444075902,103.8523589373021
167,661,,640661,JURONG WEST STREET 64,1.3353338003284283,103.70495049801191
168,179,TOA PAYOH CENTRAL,310179,TOA PAYOH CENTRAL,1.3339003262479896,103.85009254544406
169,34A,,311034,LORONG 5 TOA PAYOH,1.334178080107922,103.85409889222137
170,135,HDB-CHOA CHU KANG,680135,TECK WHYE LANE,1.3804520531267546,103.75155599904393
171,182A,CORPORATION SPRING,611182,YUNG SHENG ROAD,1.3335451216431615,103.72267718508027
172,114,HDB-GEYLANG EAST,380114,ALJUNIED AVENUE 2,1.3217657692538876,103.8866724533029
173,127,,820127,PUNGGOL FIELD WALK,1.3933037084800435,103.91213029278666
174,136,,820136,EDGEDALE PLAINS,1.3917429600977247,103.90981218799861
175,27A,,371027,BALAM ROAD,1.330381157081204,103.88578864601705
176,140,,680140,TECK WHYE LANE,1.3800299100800675,103.75311808245684
177,146,,680146,TECK WHYE AVENUE,1.3811160031336387,103.7525267674954
178,193,TOA PAYOH CENTRAL,310193,LORONG 4 TOA PAYOH,1.3315893905342202,103.85129478104601
179,135A,,681135,TECK WHYE LANE,1.380297228777778,103.75197326046681
180,817,LAVENDER GARDENS,200817,JELLICOE ROAD,1.3067375467895868,103.8609002858451
181,32,,391032,DAKOTA CRESCENT,1.3062522601642486,103.88609303327078
182,304,,680304,CHOA CHU KANG AVENUE 4,1.3844954048736817,103.74314551564858
183,87,MARINE PARADE PROMENADE,440087,MARINE PARADE CENTRAL,1.3024530311536344,103.90563814468906
184,113,,820113,EDGEFIELD PLAINS,1.396010920501343,103.90718120155441
185,83B,COMMONWEALTH HEIGHTS,143083,COMMONWEALTH CLOSE,1.3049134762397492,103.80104079216633
186,14,GOLDEN BEACH VISTA,190014,BEACH ROAD,1.3036625381597882,103.86300614812745
187,48,,330048,BENDEMEER ROAD,1.3233220488934487,103.86639892152252
188,7,,201007,KING GEORGE'S AVENUE,1.3077927188740588,103.86005896829538
189,98A,,311098,LORONG 3 TOA PAYOH,1.3388992819850294,103.8486451158992
190,71,,330071,KALLANG BAHRU,1.3209922832841046,103.87038966168917
191,17,GOLDEN BEACH VISTA,190017,BEACH ROAD,1.3036888601146486,103.86357520582827
192,155,,650155,BUKIT BATOK STREET 11,1.347912354246025,103.74349511716198
193,403A,,751403,ADMIRALTY LINK,1.4536681826009052,103.8160722336196
194,57B,,463057,NEW UPPER CHANGI ROAD,1.3229756467838019,103.94146664519702
195,475A,,751475,SEMBAWANG DRIVE,1.4511949318050332,103.8169266975381
196,21,,390021,OLD AIRPORT ROAD,1.3075854738159518,103.88441271019094
197,29,,90029,TELOK BLANGAH RISE,1.273691328209451,103.82111306137001
198,189,,820189,PUNGGOL CENTRAL,1.3990232209199165,103.91011957233627
199,38,HDB-BUKIT MERAH,90038,TELOK BLANGAH RISE,1.2723319460360596,103.82220998980209
200,65,,610065,YUNG KUANG ROAD,1.3323732600644227,103.72291904480795
201,55A,,144055,COMMONWEALTH DRIVE,1.2971190818989484,103.79736965231251
202,454,,680454,CHOA CHU KANG AVENUE 4,1.3789857165746953,103.73482168423872
203,320,ANCHORVALE GROVE,540320,ANCHORVALE DRIVE,1.3906599742083348,103.8911013548357
204,684,,680684,CHOA CHU KANG CRESCENT,1.4041435891676652,103.74641345868156
205,502,MONTREAL SPRING,750502,WELLINGTON CIRCLE,1.4512643804096674,103.82167741305066
206,641,,650641,BUKIT BATOK CENTRAL,1.3489908517131326,103.75135784690995
207,639,HDB-BUKIT BATOK,650639,BUKIT BATOK CENTRAL,1.3492553503323872,103.75203711396502
208,685,,680685,CHOA CHU KANG CRESCENT,1.404078132809059,103.74801360785987
209,630,,650630,BUKIT BATOK CENTRAL,1.350087041013967,103.74991461791002
210,353,HDB-SEMBAWANG,750353,ADMIRALTY DRIVE,1.4510787852108187,103.81903393505468
211,52,WHAMPOA GARDENS,320052,JALAN BAHAGIA,1.327745038330049,103.85588058015261
212,668A,,731668,WOODLANDS RING ROAD,1.4386010008505103,103.79825148896742
213,461,,530461,HOUGANG AVENUE 10,1.3727355503546883,103.89462902233743
214,687D,,734687,WOODLANDS DRIVE 75,1.4416448261933288,103.80775197881337
215,505A,,571505,BISHAN STREET 11,1.3491425876179621,103.84864460461623
216,678B,,682678,CHOA CHU KANG CRESCENT,1.4024755750140887,103.74497778363272
217,445,,510445,PASIR RIS DRIVE 6,1.3700830044493069,103.95778355913401
218,685A,,731685,WOODLANDS DRIVE 73,1.4414725524120078,103.80569704246662
219,172,TOA PAYOH GREEN,310172,LORONG 1 TOA PAYOH,1.330354227942716,103.84305306337374
220,507,,570507,BISHAN STREET 11,1.3488985226967187,103.84927864772472
221,712,,560712,ANG MO KIO AVENUE 6,1.3715229075166182,103.84707543193922
222,272,,640272,JURONG WEST STREET 24,1.350332819474757,103.70466380058512
223,19B,,323019,JALAN TENTERAM,1.3278004105191201,103.85963448678777
224,143,,680143,TECK WHYE LANE,1.3804915743602917,103.75310241653374
225,142A,,311142,LORONG 2 TOA PAYOH,1.335648047243667,103.84467822290846
226,342,YUHUA PLACE,600342,JURONG EAST STREET 31,1.3460509698774465,103.73141968668244
227,816,LAVENDER GARDENS,200816,JELLICOE ROAD,1.3069520745422294,103.86124403646653
228,815,LAVENDER GARDENS,200815,JELLICOE ROAD,1.3069296418971534,103.86171457402246
229,525,CHENG SAN CENTRE,560525,ANG MO KIO AVENUE 10,1.3726259938617376,103.85397641419071
230,813,LAVENDER GARDENS,200813,JELLICOE ROAD,1.3072970065605214,103.86211024634473
231,358,SUN BLISS,750358,ADMIRALTY DRIVE,1.4493501220543805,103.81641033615895
232,256,,600256,JURONG EAST STREET 24,1.3442353126548705,103.73825723072196
233,3A,,393003,PINE CLOSE,1.3067976598061757,103.88291176752955
234,962A,,531962,HOUGANG AVENUE 9,1.377942198204895,103.87813106641211
235,207,COMPASSVALE CREST,541207,COMPASSVALE LANE,1.3854634203295406,103.89814083161562
236,46,,143046,COMMONWEALTH DRIVE,1.2987498762252756,103.79779305664091
237,46,,142046,TANGLIN HALT ROAD,1.2990700538435387,103.79798385180517
238,46-2,,140462,COMMONWEALTH DRIVE,1.3001556299557073,103.79813532239666
239,2A,,401002,EUNOS CRESCENT,1.3202004463737516,103.90319318309685
240,484B,,752484,ADMIRALTY LINK,1.4567317074035477,103.81520880312264
241,460,,530460,HOUGANG AVENUE 10,1.3732604791846628,103.89463138187642
242,39,WHAMPOA GARDENS,320039,JALAN BAHAGIA,1.3271940285336488,103.85611819704185
243,10A,,163010,JALAN KUKOH,1.2868372765234724,103.83867375960205
244,505C,,573505,BISHAN STREET 11,1.3486483191667356,103.84876150900091
245,508,,570508,BISHAN STREET 11,1.3487443443221347,103.84922043155031
246,505D,,574505,BISHAN STREET 11,1.3490679636533713,103.84897951821925
247,106A,SGP INTERNATIONAL MANAGEMENT ACADEMY,151106,HENDERSON CRESCENT,1.288992694440043,103.82234482763867
248,588B,,732588,WOODLANDS DRIVE 16,1.4282695315089307,103.79502350688082
249,46,SIMS VISTA,380046,SIMS PLACE,1.3175771898758049,103.87878557587736
250,40,WHAMPOA GARDENS,320040,JALAN BAHAGIA,1.3272898757830813,103.85621734624067
251,509,,570509,BISHAN STREET 11,1.348523846404587,103.84953959411207
252,505B,,572505,BISHAN STREET 11,1.3487006978245333,103.84852638157759
253,49,WHAMPOA GARDENS,320049,JALAN BAHAGIA,1.3276591544003726,103.8563731230997
254,42A,THE BEO CRESCENT,162042,HAVELOCK ROAD,1.2891065083352071,103.82628657360169
255,171A,,671171,GANGSA ROAD,1.3792097665035539,103.76637302581635
256,80,,150080,REDHILL LANE,1.287806592906952,103.81878165519498
257,575A,,731575,WOODLANDS DRIVE 16,1.4315236302108545,103.79703342635634
258,512,,570512,BISHAN STREET 13,1.3496216764601394,103.8498813679603
259,119,,160119,KIM TIAN ROAD,1.2818107462207036,103.82776266702524
260,507,MONTREAL SPRING,750507,WELLINGTON CIRCLE,1.4520025481583747,103.8235583986616
261,153A,MEILING HEIGHTS,141153,MEI LING STREET,1.2939227462226075,103.80294511271539
262,41,WHAMPOA GARDENS,320041,JALAN BAHAGIA,1.3270133575897338,103.85657030223155
263,48A,THE BEO CRESCENT,162048,HAVELOCK ROAD,1.2898664037342062,103.82632359770919
264,1A,,83001,EVERTON PARK,1.2771899110240705,103.84025734101614
265,471A,SEGAR GARDENS,671471,SEGAR ROAD,1.3881590858813666,103.77315392871047
266,444,,510444,PASIR RIS DRIVE 6,1.3700015685372762,103.95740058422483
267,51,WHAMPOA GARDENS,320051,JALAN BAHAGIA,1.327720850718662,103.85602031419775
268,44,WHAMPOA GARDENS,320044,JALAN BAHAGIA,1.3274087186273722,103.8572308227198
269,46,WHAMPOA GARDENS,320046,JALAN BAHAGIA,1.3276458686012915,103.85692175448904
270,47,WHAMPOA GARDENS,320047,JALAN BAHAGIA,1.3275041603461029,103.85689676703376
271,42,THE SALVATION ARMY FAMILY SUPPORT SERVICES,160042,BEO CRESCENT,1.2891872961490123,103.82661738390217
272,50,WHAMPOA GARDENS,320050,JALAN BAHAGIA,1.3276847239434526,103.8562288037492
273,4A,,361004,JOO SENG ROAD,1.3338047549402767,103.87928518904431
274,57,HDB-KALLANG/WHAMPOA,320057,JALAN MA'MOR,1.32842899173541,103.85678211566871
275,514B,,572514,BISHAN STREET 13,1.3507838001261916,103.8503951913736
276,81,MARINE PARADE PROMENADE,440081,MARINE PARADE CENTRAL,1.3026406195343176,103.90707292456806
277,85,MARINE PARADE PROMENADE,440085,MARINE PARADE CENTRAL,1.3021382267909622,103.90674907703551
278,82,MARINE PARADE PROMENADE,440082,MARINE PARADE CENTRAL,1.3024804369140353,103.90679100586551
279,43,HDB-QUEENSTOWN,141043,STIRLING ROAD,1.2980961092734804,103.80259775586909
