OBJECTID,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,LATITUDE,LONGITUDE
3212,530,HDB-BUKIT BATOK,650530,BUKIT BATOK STREET 51,1.3561813218993797,103.75109306647936
3213,526,HDB-BUKIT BATOK,650526,BUKIT BATOK STREET 51,1.3571875303795409,103.75112361785028
3214,184,HDB-PASIR RIS,510184,PASIR RIS STREET 11,1.3652318426902879,103.96028298010535
3215,185,HDB-PASIR RIS,510185,PASIR RIS STREET 11,1.3657294519019938,103.95990334653706
3216,190,HDB-PASIR RIS,510190,PASIR RIS STREET 12,1.3655241243179788,103.95865700508813
3217,188,HDB-PASIR RIS,510188,PASIR RIS STREET 12,1.3652974484576688,103.95915984464287
3218,446,CHONG BOON CENTRE,560446,ANG MO KIO AVENUE 10,1.3677602704639202,103.85535681705126
3219,447,CHONG BOON CENTRE,560447,ANG MO KIO AVENUE 10,1.3675030343766463,103.85589761961515
3220,448,CHONG BOON CENTRE,560448,ANG MO KIO AVENUE 10,1.367441225355979,103.85639627653313
3221,43,PINE GREEN,390043,JALAN TIGA,1.3081330210601245,103.88472919689136
3222,39,PINE GREEN,390039,JALAN TIGA,1.30781994341067,103.8850919673615
3223,84,WHAMPOA VIEW,320084,WHAMPOA DRIVE,1.3231895724216947,103.85702763287797
3224,140,HDB-HOUGANG,530140,LORONG AH SOO,1.3525257690088972,103.88373799703653
3225,145,HDB-HOUGANG,530145,LORONG AH SOO,1.351491612826415,103.88323955975702
3226,144,HDB-HOUGANG,530144,LORONG AH SOO,1.3519764824867935,103.88331312785405
3227,646,ANG MO KIO 61,560646,ANG MO KIO AVENUE 6,1.3793945006526247,103.84376326611556
3228,639,YIO CHU KANG HEIGHTS,560639,ANG MO KIO AVENUE 6,1.3799163820724145,103.84245803466538
3229,635,YIO CHU KANG HEIGHTS,560635,ANG MO KIO AVENUE 6,1.3807682925478448,103.84237809713615
3230,636,YIO CHU KANG HEIGHTS,560636,ANG MO KIO AVENUE 6,1.3811570116494347,103.84331142466608
3231,112,WHAMPOA GARDENS,321112,WHAMPOA ROAD,1.3260008738381295,103.85673188158944
3232,113,WHAMPOA GARDENS,320113,WHAMPOA ROAD,1.3258326414624955,103.85717899606685
3233,114,WHAMPOA GARDENS,320114,WHAMPOA ROAD,1.3254113818980697,103.8574810526469
3234,109,WHAMPOA GARDENS,321109,WHAMPOA ROAD,1.3271475100492074,103.85570058076725
3235,110,WHAMPOA GARDENS,321110,WHAMPOA ROAD,1.3268205687780155,103.85589038489371
3236,111,WHAMPOA GARDENS,321111,WHAMPOA ROAD,1.3259913272947208,103.85556954410644
3237,121,HDB-BISHAN,570121,BISHAN STREET 12,1.347186005934187,103.85104889799064
3238,118,HDB-BISHAN,570118,BISHAN STREET 12,1.346603032623631,103.84991497355756
3239,123,HDB-BISHAN,570123,BISHAN STREET 12,1.3464865376451096,103.85046074387246
3240,122,HDB-BISHAN,570122,BISHAN STREET 12,1.3468192097231115,103.85061380721535
3241,356C,SUN BLISS,753356,ADMIRALTY DRIVE,1.4492515428324735,103.81779429080747
3242,356B,SUN BLISS,752356,ADMIRALTY DRIVE,1.4492280228300232,103.81737541091785
3243,132,YIO CHU KANG VILLE,560132,ANG MO KIO AVENUE 3,1.371446759413454,103.84178322602209
3244,214,HDB-ANG MO KIO,560214,ANG MO KIO AVENUE 3,1.3673915497069906,103.8411276164513
3245,201,ANG MO KIO VIEW,560201,ANG MO KIO AVENUE 3,1.3688489516004982,103.84456451027022
3246,249,GOMBAK VIEW,650249,BUKIT BATOK EAST AVENUE 5,1.3506158836678304,103.75656383292802
3247,980D,HDB-HOUGANG,536980,BUANGKOK CRESCENT,1.380492577100354,103.88094015274628
3248,359A,SUN BLISS,751359,ADMIRALTY DRIVE,1.4496625042782425,103.81554453364396
3249,468D,BLUE RIVERVIEW,754468,ADMIRALTY DRIVE,1.4508299241918148,103.81427313836377
3250,360C,SUN BLISS,753360,ADMIRALTY DRIVE,1.448674263978008,103.81469185751065
3251,449,CHONG BOON CENTRE,560449,ANG MO KIO AVENUE 10,1.3678403391648817,103.85604152688195
3252,450,CHONG BOON CENTRE,560450,ANG MO KIO AVENUE 10,1.3684833873197415,103.85546781588475
3253,453,CHONG BOON CENTRE,560453,ANG MO KIO AVENUE 10,1.368581392051442,103.85598272065774
3254,451,CHONG BOON CENTRE,560451,ANG MO KIO AVENUE 10,1.368792474944389,103.85552750622472
3255,321,TECK GHEE VISTA,560321,ANG MO KIO AVENUE 1,1.3651169944010906,103.84839600285845
3256,319,TECK GHEE VISTA,560319,ANG MO KIO AVENUE 1,1.3651095658182373,103.84737871445525
3257,320,TECK GHEE VISTA,560320,ANG MO KIO AVENUE 1,1.3655917685307015,103.84838641089632
3258,636,EUNOS TENAGA VILLE,410636,BEDOK RESERVOIR ROAD,1.3310519102546965,103.9043866888743
3259,637,EUNOS TENAGA VILLE,410637,BEDOK RESERVOIR ROAD,1.331066243084666,103.90393229519215
3260,638,EUNOS TENAGA VILLE,410638,BEDOK RESERVOIR ROAD,1.3314446343074673,103.90443448350445
3261,647,ANG MO KIO 61,560647,ANG MO KIO AVENUE 6,1.378963047555175,103.84353959664799
3262,634,YIO CHU KANG HEIGHTS,560634,ANG MO KIO AVENUE 6,1.381581410027036,103.84327318668963
3263,638,YIO CHU KANG HEIGHTS,560638,ANG MO KIO AVENUE 6,1.3804563778993832,103.8435703081954
3264,215,HDB-PASIR RIS,510215,PASIR RIS STREET 21,1.3681620246397745,103.96180292429547
3265,422,HDB-BUKIT BATOK,650422,BUKIT BATOK WEST AVENUE 2,1.3621883837137796,103.74577461369633
3266,419,HDB-BUKIT BATOK,650419,BUKIT BATOK WEST AVENUE 2,1.361798929934577,103.74603119359779
3267,425,HDB-BUKIT BATOK,650425,BUKIT BATOK WEST AVENUE 2,1.3618316827035564,103.74522561063058
3268,426,HDB-BUKIT BATOK,650426,BUKIT BATOK WEST AVENUE 2,1.361679072861025,103.74489707249134
3269,421,HDB-BUKIT BATOK,650421,BUKIT BATOK WEST AVENUE 2,1.3625168532938892,103.7449463597761
3270,408,HDB-BUKIT BATOK,650408,BUKIT BATOK WEST AVENUE 4,1.3648191014611568,103.74498946813645
3271,125,HDB-BISHAN,570125,BISHAN STREET 12,1.347118353927282,103.85155292964129
3272,23,BALAM GARDENS,370023,BALAM ROAD,1.330970305218198,103.886540103528
3273,215,BOON LAY PLACE,640215,BOON LAY PLACE,1.348683699864452,103.71235951611698
3274,211,BOON LAY PLACE,640211,BOON LAY PLACE,1.3482405563105588,103.71409755327839
3275,305,HDB-CHOA CHU KANG,680305,CHOA CHU KANG AVENUE 4,1.3843271881994619,103.7429168042005
3276,422,HDB-CHOA CHU KANG,680422,CHOA CHU KANG AVENUE 4,1.382256148950259,103.74095709390066
3277,451,HDB-CHOA CHU KANG,680451,CHOA CHU KANG AVENUE 4,1.380051418737637,103.73565105191062
3278,403,HDB-SEMBAWANG,750403,ADMIRALTY LINK,1.4539165873035798,103.81612981328958
3279,484,HDB-SEMBAWANG,750484,ADMIRALTY LINK,1.457070547005176,103.81530812399714
3280,405,HDB-SEMBAWANG,750405,ADMIRALTY LINK,1.4533024566441284,103.81613593202789
3281,10,SAINT GEORGE'S EAST GARDENS,320010,SAINT GEORGE'S ROAD,1.3237458244294098,103.86341182041727
3282,626,HDB-CHOA CHU KANG,680626,CHOA CHU KANG STREET 62,1.3983201524108138,103.74587775300866
3283,606,HDB-CHOA CHU KANG,680606,CHOA CHU KANG STREET 62,1.3984350550393445,103.74381922316942
3284,3,DOVER COURT,130003,DOVER ROAD,1.3038017836415468,103.78231996371228
3285,3A,DOVER COURT,131003,DOVER ROAD,1.3036741842554012,103.7829049915839
3286,3,HDB-SIGLAP FIRE SITE,450003,EAST COAST ROAD,1.311559857473472,103.9232990934008
3287,4,,450004,EAST COAST ROAD,1.3116290385678075,103.92347413662073
3288,559,HDB-HOUGANG,530559,HOUGANG STREET 51,1.3800265415108257,103.8894959948154
3289,699C,HDB-HOUGANG,533699,HOUGANG STREET 52,1.3764402744107342,103.88852699006569
3290,537,HDB-HOUGANG,530537,HOUGANG STREET 52,1.377810369099054,103.88972537549425
3291,639,EUNOS TENAGA VILLE,410639,BEDOK RESERVOIR ROAD,1.3316625813596268,103.90462528276464
3292,305,,400305,UBI AVENUE 1,1.3292790972887116,103.90217276356026
3293,316,KAMPONG UBI GREENVILLE,400316,UBI AVENUE 1,1.3292512241003265,103.90261511683002
3294,337,TECK GHEE VIEW,560337,ANG MO KIO AVENUE 1,1.3631948804016265,103.85161567006587
3295,335,TECK GHEE VIEW,560335,ANG MO KIO AVENUE 1,1.3632092974336505,103.85069026389144
3296,350,AMK HEIGHTS,560350,ANG MO KIO STREET 32,1.3637124469199688,103.8500439005406
3297,351,AMK HEIGHTS,560351,ANG MO KIO STREET 32,1.3643229940594779,103.85030730117253
3298,371,HDB-CLEMENTI,120371,CLEMENTI AVENUE 4,1.3205739985880944,103.76821154718179
3299,374,HDB-CLEMENTI,120374,CLEMENTI AVENUE 4,1.3191255273976334,103.76698332193777
3300,302,CLEMENTI MEADOWS,120302,CLEMENTI AVENUE 4,1.3217379777407186,103.76490989663195
3301,416,HDB-BUKIT BATOK,650416,BUKIT BATOK WEST AVENUE 4,1.363232673363733,103.7459882084605
3302,414,HDB-BUKIT BATOK,650414,BUKIT BATOK WEST AVENUE 4,1.36357543477946,103.74597708083382
3303,413,HDB-BUKIT BATOK,650413,BUKIT BATOK WEST AVENUE 4,1.3635650490057027,103.74659664135034
3304,411,HDB-BUKIT BATOK,650411,BUKIT BATOK WEST AVENUE 4,1.364117415819518,103.74601966595675
3305,517,KAKI BUKIT GREEN,460517,BEDOK NORTH AVENUE 2,1.3310884007907513,103.9292042121684
3306,514,HDB-BEDOK,460514,BEDOK NORTH AVENUE 2,1.3322395213297544,103.92890591292554
3307,513,KAKI BUKIT GREEN,460513,BEDOK NORTH AVENUE 2,1.332962585007074,103.9292552704391
3308,512,KAKI BUKIT GREEN,460512,BEDOK NORTH AVENUE 2,1.333366481226855,103.9291773453494
3309,516,KAKI BUKIT GREEN,460516,BEDOK NORTH AVENUE 2,1.3310593070998133,103.93004106212986
3310,47,SIMS VISTA,380047,SIMS PLACE,1.317940551842624,103.87902505262528
3311,492,SEMBAWANG GREEN,750492,ADMIRALTY LINK,1.4564736415508466,103.81718102805901
3312,254,KEBUN BARU VIEW,560254,ANG MO KIO AVENUE 4,1.3702027694230408,103.83468739195374
3313,118,KEBUN BARU HEIGHTS,560118,ANG MO KIO AVENUE 4,1.3732952623686019,103.83547539161214
3314,178,KEBUN BARU LINK 2,560178,ANG MO KIO AVENUE 4,1.3761925287774444,103.83703785852815
3315,610,YIO CHU KANG GREEN,560610,ANG MO KIO AVENUE 4,1.3793940263173383,103.83915689849765
3316,602,YIO CHU KANG GREEN,560602,ANG MO KIO AVENUE 5,1.380708157010089,103.83536789458272
3317,601,YIO CHU KANG GREEN,560601,ANG MO KIO AVENUE 5,1.3810406810669222,103.83513141070979
3318,326,KAMPUNG UBI ESTATE,400326,UBI AVENUE 1,1.3271767721484444,103.90380119892463
3319,331,KAMPUNG UBI ESTATE,400331,UBI AVENUE 1,1.3265869469398863,103.9035153666389
3320,334,KAMPONG UBI VIEW,400334,UBI AVENUE 1,1.326393803718393,103.90307121056449
3321,32,EUNOS COURT,400032,EUNOS CRESCENT,1.320291872775834,103.9013556611303
3322,8A,BOON TIONG ARCADIA,164008,BOON TIONG ROAD,1.2865247099061443,103.83012448160636
3323,447,SIN MING COURT,570447,BRIGHT HILL DRIVE,1.3582209323108434,103.83193263062824
3324,446,SIN MING COURT,570446,BRIGHT HILL DRIVE,1.3578708666182815,103.83231359133289
3325,110,HDB-BUKIT BATOK,650110,BUKIT BATOK WEST AVENUE 6,1.3475437694192463,103.74579645602394
3326,190,HDB-BUKIT BATOK,650190,BUKIT BATOK WEST AVENUE 6,1.345384953518411,103.74604515477533
3327,508,HDB-CHOA CHU KANG,680508,CHOA CHU KANG STREET 51,1.388365353981895,103.74164276473479
3328,504,HDB-CHOA CHU KANG,680504,CHOA CHU KANG STREET 51,1.3889782076709858,103.74253658561322
3329,359C,SUN BLISS,753359,ADMIRALTY DRIVE,1.4491242592176117,103.81471353976322
3330,468B,BLUE RIVERVIEW,752468,ADMIRALTY DRIVE,1.4500079449162844,103.81411057303396
3331,373,HDB-CLEMENTI,120373,CLEMENTI AVENUE 4,1.3194895235144068,103.76733754100593
3332,308,CLEMENTI MEADOWS,120308,CLEMENTI AVENUE 4,1.321051188700153,103.76691012247943
3333,375,HDB-CLEMENTI,120375,CLEMENTI AVENUE 4,1.3184873905897299,103.76670122527598
3334,372,HDB-CLEMENTI,120372,CLEMENTI AVENUE 4,1.3197881845271147,103.7677872033313
3335,426,CHONG BOON HEIGHTS,560426,ANG MO KIO AVENUE 3,1.3694797978235707,103.85330946576194
3336,427,CHONG BOON HEIGHTS,560427,ANG MO KIO AVENUE 3,1.3693111873756496,103.85455028006344
3337,428,CHONG BOON HEIGHTS,560428,ANG MO KIO AVENUE 3,1.368938396102053,103.85441196080937
3338,571,CHENG SAN COURT,560571,ANG MO KIO AVENUE 3,1.3700543267235914,103.8548802335568
3339,572,CHENG SAN COURT,560572,ANG MO KIO AVENUE 3,1.370257690048734,103.85596871779534
3340,35,EUNOS COURT,400035,EUNOS CRESCENT,1.3211068743133236,103.90137226875927
3341,61,SIMS DRIVE BRANCH,380061,SIMS DRIVE,1.3167237105440928,103.87878046024039
3342,24,BENDEMEER VILLE,330024,BENDEMEER ROAD,1.3186228140622211,103.8623240244466
3343,45,SIMS VISTA,380045,SIMS DRIVE,1.3173365565446988,103.87844234933347
3344,18,HDB-JALAN EUNOS,400018,EUNOS CRESCENT,1.3237408523494893,103.90435996300182
3345,17,HDB-JALAN EUNOS,400017,EUNOS CRESCENT,1.323369490327418,103.90440338218198
3346,16,HDB-JALAN EUNOS,400016,EUNOS CRESCENT,1.3229936534348878,103.90444945465032
3347,13,HDB-JALAN EUNOS,400013,EUNOS CRESCENT,1.3226859554106798,103.903500591612
3348,10,HDB-JALAN EUNOS,400010,EUNOS CRESCENT,1.3222858959131967,103.90272018681631
3349,12,,400012,EUNOS CRESCENT,1.3222170367676171,103.90415126146101
3350,11,HDB-JALAN EUNOS,400011,EUNOS CRESCENT,1.3217996260755536,103.90442401770126
3351,357,HDB-CLEMENTI,120357,CLEMENTI AVENUE 2,1.3140821299667227,103.7692024060186
3352,115,SUNSET WAY RESIDENCE,120115,CLEMENTI STREET 13,1.3235444672355496,103.77132842743717
3353,112,SUNSET WAY RESIDENCE,120112,CLEMENTI STREET 13,1.3233005787587395,103.76985316168172
3354,117,SUNSET WAY RESIDENCE,120117,CLEMENTI STREET 13,1.3244599179141816,103.77118423542491
3355,114,SUNSET WAY RESIDENCE,120114,CLEMENTI STREET 13,1.3239148092468063,103.77062917596737
3356,650,HDB-HOUGANG,530650,HOUGANG AVENUE 8,1.372126569596511,103.88130068579392
3357,961,HDB-HOUGANG,530961,HOUGANG AVENUE 9,1.3777514947657548,103.87866494013826
3358,953,HDB-HOUGANG,530953,HOUGANG AVENUE 9,1.3760245218554044,103.87753770595042
3359,210,HDB-JURONG EAST,600210,JURONG EAST STREET 21,1.3388942643387225,103.73855476694791
3360,239,HDB-JURONG EAST,600239,JURONG EAST STREET 21,1.3409641577509779,103.7409138132401
3361,103,KEBUN BARU HEIGHTS,560103,ANG MO KIO AVENUE 3,1.3710159042754149,103.83930451067712
3362,130,YIO CHU KANG VILLE,560130,ANG MO KIO AVENUE 3,1.3703972416259396,103.84187851485227
3363,203,,560203,ANG MO KIO AVENUE 3,1.3676154745013345,103.84421428616415
3364,131,YIO CHU KANG VILLE,560131,ANG MO KIO AVENUE 3,1.3710146948035782,103.84179999902655
3365,231,KEBUN BARU PALM VIEW,560231,ANG MO KIO AVENUE 3,1.3685603609864132,103.83752490221464
3366,129,YIO CHU KANG VILLE,560129,ANG MO KIO AVENUE 3,1.3698943167643445,103.84205871956199
3367,313B,ANCHORVALE GARDENS,542313,ANCHORVALE ROAD,1.39134783132529,103.88801210620902
3368,17,SAINT GEORGE'S EAST GARDENS,320017,SAINT GEORGE'S ROAD,1.323904639549297,103.86238421956602
3369,14,SAINT GEORGE'S EAST GARDENS,320014,SAINT GEORGE'S ROAD,1.323728928615004,103.86208810375282
3370,9,SAINT GEORGE'S EAST GARDENS,320009,SAINT GEORGE'S ROAD,1.3237231344576084,103.86299475121353
3371,60,HDB-KALLANG/WHAMPOA,330060,GEYLANG BAHRU,1.3228205164495455,103.86917753993902
3372,59B,HDB-KALLANG/WHAMPOA,331059,GEYLANG BAHRU,1.32212539450414,103.86799521158872
3373,59A,HDB-KALLANG/WHAMPOA,330059,GEYLANG BAHRU,1.322653192818116,103.86822659628832
3374,100,HDB-GEYLANG EAST,380100,ALJUNIED CRESCENT,1.3209583540223853,103.8841290663669
3375,101,HDB-GEYLANG EAST,380101,ALJUNIED CRESCENT,1.320918802992543,103.88335442917437
3376,103,HDB-GEYLANG EAST,380103,ALJUNIED CRESCENT,1.320516261296056,103.8832699859939
3377,102,HDB-GEYLANG EAST,380102,ALJUNIED CRESCENT,1.3204383628225789,103.88242010165007
3378,104,HDB-GEYLANG EAST,380104,ALJUNIED CRESCENT,1.3200783022230282,103.88281322988406
3379,105,HDB-GEYLANG EAST,380105,ALJUNIED CRESCENT,1.319467954315202,103.88275116384774
3380,106,HDB-GEYLANG EAST,380106,ALJUNIED CRESCENT,1.3190542896563444,103.88290058479399
3381,68,GEYLANG BAHRU VILLE,330068,GEYLANG BAHRU,1.3219549975653984,103.8698281308666
3382,67,GEYLANG BAHRU VILLE,330067,KALLANG BAHRU,1.3213938005233425,103.8693358489136
3383,318,TECK GHEE VISTA,560318,ANG MO KIO AVENUE 1,1.3655597305399112,103.84764779168188
3384,317,HDB-ANG MO KIO,560317,ANG MO KIO STREET 31,1.3656241105379645,103.84701114800127
3385,314,TECK GHEE EVERGREEN,560314,ANG MO KIO AVENUE 3,1.3662264047991006,103.85008552792863
3386,180,HDB-BUKIT BATOK,650180,BUKIT BATOK WEST AVENUE 8,1.3455583264151811,103.7428414441416
3387,176,HDB-BUKIT BATOK,650176,BUKIT BATOK WEST AVENUE 8,1.3460227391072692,103.7414106941898
3388,727,HDB-ANG MO KIO,560727,ANG MO KIO AVENUE 6,1.3729896457229753,103.84601223252008
3389,726,,560726,ANG MO KIO AVENUE 6,1.372782918353392,103.84644798017266
3390,725,HDB-ANG MO KIO,560725,ANG MO KIO AVENUE 6,1.3727901398148419,103.8469109125374
3391,108,,760108,YISHUN RING ROAD,1.4323141113549658,103.8290754617251
3392,106,CHONG PANG GARDEN,760106,YISHUN RING ROAD,1.4314779402046849,103.82745167005095
3393,349,HDB-TAMAN JURONG,610349,CORPORATION DRIVE,1.3395335228008798,103.71916653789833
3394,366,HDB-TAMAN JURONG,610366,CORPORATION DRIVE,1.3378904138397627,103.71968106283353
3395,368,HDB-TAMAN JURONG,610368,CORPORATION DRIVE,1.337362059756713,103.71960240862475
3396,367,HDB-TAMAN JURONG,610367,CORPORATION DRIVE,1.3376971527223545,103.71914534500684
3397,214,HDB-CHOA CHU KANG,680214,CHOA CHU KANG CENTRAL,1.3824546227539658,103.74661797561312
3398,205,HDB-CHOA CHU KANG,680205,CHOA CHU KANG CENTRAL,1.3809261295695519,103.74855927507788
3399,353,HDB-CHOA CHU KANG,680353,CHOA CHU KANG CENTRAL,1.3821363988143929,103.74339718113241
3400,216,HDB-CHOA CHU KANG,680216,CHOA CHU KANG CENTRAL,1.383198105028098,103.74718293713077
3401,220,HDB-BUKIT BATOK,650220,BUKIT BATOK EAST AVENUE 3,1.347455813971229,103.7547101120254
3402,222,HDB-BUKIT BATOK,650222,BUKIT BATOK EAST AVENUE 3,1.3478478670129435,103.75403459515357
3403,290C,SPRING VIEW,650290,BUKIT BATOK EAST AVENUE 3,1.344095124975802,103.75727497776828
3404,229,HDB-BUKIT BATOK,650229,BUKIT BATOK EAST AVENUE 3,1.3482759297108315,103.75468053652698
3405,181,KEBUN BARU LINK 2,560181,ANG MO KIO AVENUE 5,1.3767924304882828,103.8371419133043
3406,152,YIO CHU KANG GROVE,560152,ANG MO KIO AVENUE 5,1.376686950429742,103.84015918261926
3407,305B,ANCHORVALE PLACE,542305,ANCHORVALE LINK,1.389194474236889,103.88859819678562
3408,318D,HDB-SENGKANG,544318,ANCHORVALE LINK,1.3931398251159426,103.88950935841935
3409,303A,ANCHORVALE COURT,541303,ANCHORVALE LINK,1.3870781747581578,103.89077615035335
3410,306C,ANCHORVALE PLACE,543306,ANCHORVALE LINK,1.3898870228989486,103.88811414829848
3411,120,HDB-GEYLANG EAST,380120,GEYLANG EAST CENTRAL,1.3182108688373642,103.88475200129537
3412,122,HDB-GEYLANG EAST,380122,GEYLANG EAST CENTRAL,1.317678840318262,103.88497121794391
3413,123,HDB-GEYLANG EAST,380123,GEYLANG EAST CENTRAL,1.3181766914854411,103.88542549969837
3414,124,GEYLANG EAST GROVE,380124,GEYLANG EAST AVENUE 1,1.3183879731903765,103.88667534295003
3415,107,HDB-KALLANG/WHAMPOA,321107,TOWNER ROAD,1.3193366689936146,103.86022564201106
3416,18,BOON KENG VILLE,380018,UPPER BOON KENG ROAD,1.3147559184818685,103.87218081738501
3417,72,HDB-KALLANG/WHAMPOA,330072,GEYLANG BAHRU,1.3219447827674449,103.87103134123362
3418,93,HDB-KALLANG/WHAMPOA,330093,GEYLANG BAHRU,1.3221883255072528,103.87161168147452
3419,94,HDB-KALLANG/WHAMPOA,330094,GEYLANG BAHRU,1.322652346004181,103.87130962834765
3420,102,RAJAH COURT,321102,JALAN RAJAH,1.3282224008086998,103.85151942242562
3421,723,,560723,ANG MO KIO AVENUE 8,1.3723179262729568,103.84718169702025
3422,722,HDB-ANG MO KIO,560722,ANG MO KIO AVENUE 8,1.3722432716695114,103.84752895303899
3423,721,HDB-ANG MO KIO,560721,ANG MO KIO AVENUE 8,1.3723491740998337,103.84789914975222
3424,728,HDB-ANG MO KIO,560728,ANG MO KIO AVENUE 6,1.3726277434980638,103.8456826022814
3425,730,,560730,ANG MO KIO AVENUE 6,1.3734330179296554,103.84576483381011
3426,729,HDB-ANG MO KIO,560729,ANG MO KIO AVENUE 6,1.3739301071880745,103.84593079451653
3427,596C,CITY VIEW @ CHENG SAN,563596,ANG MO KIO STREET 52,1.371935048196845,103.85014292963707
3428,379,HDB-CLEMENTI,120379,CLEMENTI AVENUE 5,1.3179714077214475,103.76782802530023
3429,377,HDB-CLEMENTI,120377,CLEMENTI AVENUE 5,1.3175633254506693,103.76797487082202
3430,323,HDB-CLEMENTI,120323,CLEMENTI AVENUE 5,1.3158287026940987,103.76708981634707
3431,208,HDB-CHOA CHU KANG,680208,CHOA CHU KANG CENTRAL,1.3814772228799084,103.74817380516181
3432,213,HDB-CHOA CHU KANG,680213,CHOA CHU KANG CENTRAL,1.382172276089337,103.74721164041802
3433,239,HDB-CHOA CHU KANG,680239,CHOA CHU KANG CENTRAL,1.37944809592303,103.74754810755641
3434,219,HDB-CHOA CHU KANG,680219,CHOA CHU KANG CENTRAL,1.3825145782124713,103.74536653114465
3435,209,HDB-CHOA CHU KANG,680209,CHOA CHU KANG CENTRAL,1.382825955431545,103.74801415236432
3436,675,HDB-CHOA CHU KANG,680675,CHOA CHU KANG CRESCENT,1.40134587939678,103.74599028704297
3437,340,HDB-CHOA CHU KANG,680340,CHOA CHU KANG LOOP,1.3840976345949543,103.7454986639589
3438,345,HDB-CHOA CHU KANG,680345,CHOA CHU KANG LOOP,1.3828081138119037,103.74478988733881
3439,319,CLEMENTI MEADOWS,120319,CLEMENTI AVENUE 4,1.3173795800824348,103.76478669684661
3440,318,CLEMENTI MEADOWS,120318,CLEMENTI AVENUE 4,1.3180367986866088,103.76541302988515
3441,305A,ANCHORVALE PLACE,541305,ANCHORVALE LINK,1.3884011565936534,103.88816680123703
3442,260,HDB-BOON LAY,640260,BOON LAY DRIVE,1.3450930627507631,103.70803296377979
3443,198,BOON LAY GARDENS,640198,BOON LAY DRIVE,1.3444204589068345,103.71434341478876
3444,194,KIM KEAT VIEW,310194,KIM KEAT AVENUE,1.33093867266531,103.85818158371191
3445,195,KIM KEAT VIEW,310195,KIM KEAT AVENUE,1.3300803575587283,103.85835427033821
3446,150,BISHAN GREEN,570150,BISHAN STREET 11,1.3445287611523387,103.85521489142042
3447,150A,HDB-BISHAN,571150,BISHAN STREET 11,1.3446004395065105,103.85558622777651
3448,151,BISHAN GREEN,570151,BISHAN STREET 11,1.3450701892898749,103.85555333031577
3449,211,,310211,LORONG 8 TOA PAYOH,1.3404288602614325,103.85376256901716
3450,212,,310212,LORONG 8 TOA PAYOH,1.340642265509002,103.85433416338314
3451,242,HDB-TOA PAYOH,310242,KIM KEAT LINK,1.329857796283369,103.85582106101423
3452,241,HDB-TOA PAYOH,310241,KIM KEAT LINK,1.3305047003888735,103.85577604742507
3453,243,HDB-TOA PAYOH,310243,KIM KEAT LINK,1.3302399279733954,103.85653287787926
3454,244,HDB-TOA PAYOH,310244,KIM KEAT LINK,1.330693018042228,103.85635869435129
3455,245,HDB-TOA PAYOH,310245,KIM KEAT LINK,1.3310768153288608,103.85660725738568
3456,246,HDB-TOA PAYOH,310246,KIM KEAT LINK,1.330780163769923,103.85584393761405
3457,247,HDB-TOA PAYOH,310247,KIM KEAT LINK,1.3310620983091228,103.85526667451249
3458,248,HDB-TOA PAYOH,310248,KIM KEAT LINK,1.3313666158780157,103.85586994355324
3459,249,HDB-TOA PAYOH,310249,KIM KEAT LINK,1.3313150723995746,103.85665669548294
3460,252,HDB-TOA PAYOH,310252,KIM KEAT LINK,1.3312141659125185,103.85724142902065
3461,378,HDB-CLEMENTI,120378,CLEMENTI AVENUE 5,1.3174113838175878,103.76741666099394
3462,633,YIO CHU KANG HEIGHTS,560633,ANG MO KIO AVENUE 6,1.381205419271988,103.8422509082488
3463,637,YIO CHU KANG HEIGHTS,560637,ANG MO KIO AVENUE 6,1.3803611958861708,103.84233428650677
3464,306A,ANCHORVALE PLACE,541306,ANCHORVALE LINK,1.3901789964352609,103.88904831987176
3465,316A,HDB-SENGKANG,541316,ANCHORVALE LINK,1.3925900322742994,103.88937169485888
3466,104A,KEBUN BARU HEIGHTS,560104,ANG MO KIO STREET 11,1.3718263352433901,103.83880333016063
3467,104B,KEBUN BARU HEIGHTS,561104,ANG MO KIO STREET 11,1.3715108431100944,103.83845845879867
3468,317C,HDB-SENGKANG,543317,ANCHORVALE ROAD,1.3934593103370791,103.88822314745933
3469,307D,ANCHORVALE PLACE,544307,ANCHORVALE ROAD,1.3902982292445791,103.88648893274186
3470,317D,HDB-SENGKANG,544317,ANCHORVALE ROAD,1.3934655012288613,103.887930095886
3471,376,HDB-CLEMENTI,120376,CLEMENTI AVENUE 4,1.3180993973686637,103.76669227613965
3472,310,CLEMENTI MEADOWS,120310,CLEMENTI AVENUE 4,1.3203527281001997,103.76582933704393
3473,420,GARDEN HILL,460420,BEDOK NORTH STREET 1,1.3277440157093907,103.92887406327993
3474,423,GARDEN HILL,460423,BEDOK NORTH AVENUE 1,1.3279754774886265,103.92756478138367
3475,748B,BELVIA,472748,BEDOK RESERVOIR CRESCENT,1.3362932451951581,103.92124196878827
3476,748C,BELVIA,473748,BEDOK RESERVOIR CRESCENT,1.3361610824399575,103.92149227418882
3477,704,RESERVOIR RISE,470704,BEDOK RESERVOIR ROAD,1.3363542355760365,103.92020323817522
3478,703,RESERVOIR RISE,470703,BEDOK RESERVOIR ROAD,1.337164405271369,103.91989272524334
3479,701,RESERVOIR RISE,470701,BEDOK RESERVOIR ROAD,1.33764089496167,103.91890589038918
